Ethnicity	Gender	Cohort	Transfer	Cohort_Math	Math	Cohort_English	English	Ed_Goal	College_Status	Student_ID	EthnicityFlag_Asian	EthnicityFlag_Black	EthnicityFlag_Hispanic	EthnicityFlag_NativeAmerican	EthnicityFlag_PacificIslander	EthnicityFlag_White	EthnicityFlag_Carribean	EthnicityFlag_EastAsian	EthnicityFlag_SouthEastAsian	EthnicityFlag_SouthWestAsianNorthAfrican	EthnicityFlag_AANAPI	EthnicityFlag_Unknown	EthnicityFlag_TwoorMoreRaces
White	Female	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	109859	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	0	2019	0	NA	NA	Deg/Transfer	First-time College	109860	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2019	1	Other	First-time College	109861	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	109862	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2017	1	Other	First-time College	109863	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2019	1	2017	1	Deg/Transfer	Other	109864	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2017	0	2017	1	Deg/Transfer	First-time College	109865	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2017	1	Other	First-time College	109866	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2017	0	2017	1	Other	First-time College	109867	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109868	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2018	1	Other	First-time College	109869	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	109870	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2018	1	2017	1	Other	First-time College	109871	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2019	1	2017	1	Other	First-time College	109872	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2019	1	2018	1	Other	First-time College	109873	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2018	1	Other	Other	109874	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	NA	NA	2017	1	Deg/Transfer	Other	109875	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2019	1	Deg/Transfer	Other	109876	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2018	1	Deg/Transfer	Other	109877	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2017	1	2017	1	Deg/Transfer	First-time College	109878	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109879	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2017	1	2017	0	Other	First-time College	109880	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2017	1	2018	0	Deg/Transfer	First-time College	109881	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Other	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	109882	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2019	1	2017	1	Other	First-time College	109883	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	0	2018	0	2017	0	Deg/Transfer	First-time College	109884	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2017	0	2018	1	Deg/Transfer	First-time College	109885	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2017	1	2017	1	Deg/Transfer	First-time College	109886	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2017	0	2017	0	Other	First-time College	109887	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109888	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	109889	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2018	1	2017	0	Other	First-time College	109890	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2019	1	2017	0	Other	First-time College	109891	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2018	1	2019	1	Deg/Transfer	First-time College	109892	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	109893	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109894	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Other	First-time College	109895	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	109896	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2019	1	2017	1	Deg/Transfer	Other	109897	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	109898	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2017	1	2018	1	Deg/Transfer	Other	109899	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2018	1	Deg/Transfer	Other	109900	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	109901	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2019	1	2017	1	Deg/Transfer	Other	109902	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2018	1	NA	NA	Deg/Transfer	First-time College	109903	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2018	1	2017	1	Other	Other	109904	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	2017	1	NA	NA	Deg/Transfer	Other	109905	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	2018	0	2018	1	Deg/Transfer	First-time College	109906	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2017	1	2018	1	Other	First-time College	109907	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	109908	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	109909	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2017	1	Other	First-time College	109910	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	109911	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2018	1	2019	1	Deg/Transfer	Other	109912	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109913	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2017	1	2017	1	Other	Other	109914	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109915	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	NA	NA	2018	0	Other	Other	109916	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109917	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	2018	1	2018	0	Other	First-time College	109918	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	109919	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	109920	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	109921	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109922	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	NA	NA	2019	1	Deg/Transfer	First-time College	109923	0	0	0	0	0	0	0	0	0	1	0	0	0
White	Male	2017	1	2018	1	2018	1	Other	First-time College	109924	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	109925	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	0	2019	0	2017	0	Other	First-time College	109926	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	109927	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2019	1	Other	First-time College	109928	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	109929	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2018	1	Other	First-time College	109930	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2019	1	2017	1	Other	First-time College	109931	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109932	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109933	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2017	1	2019	1	Deg/Transfer	Other	109934	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	109935	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Other	Other	109936	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	2017	1	2017	0	Deg/Transfer	Other	109937	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	NA	NA	2017	1	Deg/Transfer	First-time College	109938	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2017	1	2018	1	Deg/Transfer	Other	109939	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109940	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2018	0	2018	1	Deg/Transfer	First-time College	109941	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2019	0	NA	NA	Other	First-time College	109942	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2019	1	2018	0	Deg/Transfer	First-time College	109943	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	109944	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2018	1	2017	1	Other	Other	109945	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109946	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2017	1	2019	1	Deg/Transfer	Other	109947	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	109948	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	109949	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	109950	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2018	0	2017	1	Deg/Transfer	First-time College	109951	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2018	1	2019	1	Deg/Transfer	First-time College	109952	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2018	1	2018	0	Deg/Transfer	Other	109953	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	NA	NA	2017	1	Deg/Transfer	First-time College	109954	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2017	1	2018	1	Other	First-time College	109955	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	Other	109956	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2018	0	2017	0	Deg/Transfer	First-time College	109957	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2019	1	2017	1	Other	First-time College	109958	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	109959	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	2017	1	NA	NA	Other	First-time College	109960	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109961	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2018	1	Deg/Transfer	First-time College	109962	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	NA	NA	2019	0	Other	First-time College	109963	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2018	1	2017	1	Other	First-time College	109964	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2019	1	2019	1	Other	First-time College	109965	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2019	1	2018	1	Deg/Transfer	First-time College	109966	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	109967	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2017	1	2018	0	Other	Other	109968	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	0	2019	0	2017	1	Other	First-time College	109969	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2018	1	2017	1	Other	First-time College	109970	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109971	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2019	1	Other	First-time College	109972	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	2018	0	2017	1	Deg/Transfer	First-time College	109973	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109974	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2019	1	Deg/Transfer	First-time College	109975	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	109976	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	109977	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Other	First-time College	109978	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2019	1	2017	1	Deg/Transfer	First-time College	109979	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2018	0	2017	0	Other	First-time College	109980	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Other	First-time College	109981	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	2018	1	2017	0	Deg/Transfer	First-time College	109982	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	0	2018	1	2017	1	Deg/Transfer	First-time College	109983	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	0	2019	0	2019	1	Other	First-time College	109984	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	0	2017	0	2018	1	Other	First-time College	109985	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Female	2017	1	2017	1	2019	1	Deg/Transfer	First-time College	109986	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2018	1	2017	1	Deg/Transfer	First-time College	109987	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2019	1	2018	1	Other	First-time College	109988	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Female	2017	1	2019	1	2018	1	Other	First-time College	109989	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	0	2018	1	2019	0	Deg/Transfer	Other	109990	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2019	1	Deg/Transfer	First-time College	109991	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2019	1	2017	1	Deg/Transfer	Other	109992	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2019	1	2018	0	Other	Other	109993	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2017	1	2018	1	Deg/Transfer	Other	109994	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109995	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	0	2018	1	2017	1	Deg/Transfer	First-time College	109996	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Other	First-time College	109997	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	1	2017	1	2017	1	Deg/Transfer	First-time College	109998	0	0	0	0	0	1	0	0	0	1	0	0	1
White	Male	2017	1	2018	1	2018	1	Deg/Transfer	First-time College	109999	0	0	0	0	0	1	0	0	0	0	0	0	0
White	Male	2017	0	2017	1	2017	1	Deg/Transfer	First-time College	110000	0	0	0	0	0	1	0	0	0	0	0	0	0
Native American	Female	2018	0	2018	1	2019	0	Other	First-time College	110001	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2018	1	Deg/Transfer	First-time College	110002	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2019	1	2018	1	Other	First-time College	110003	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	0	NA	NA	Other	First-time College	110004	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	1	2019	1	Deg/Transfer	First-time College	110005	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	NA	NA	NA	NA	Deg/Transfer	First-time College	110006	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2018	1	Deg/Transfer	Other	110007	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2019	1	2018	1	Other	First-time College	110008	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2019	1	Other	Other	110009	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	NA	NA	2019	1	Other	First-time College	110010	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	1	2018	1	Deg/Transfer	First-time College	110011	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2019	0	2018	0	Deg/Transfer	First-time College	110012	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2020	1	2020	1	Other	First-time College	110013	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2020	1	2018	1	Deg/Transfer	First-time College	110014	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2018	1	2018	1	Other	First-time College	110015	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2018	1	Deg/Transfer	First-time College	110016	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2020	1	2019	1	Deg/Transfer	First-time College	110017	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	1	NA	NA	Deg/Transfer	Other	110018	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2020	0	2018	1	Deg/Transfer	First-time College	110019	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	0	NA	NA	Deg/Transfer	First-time College	110020	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	1	2019	1	Deg/Transfer	First-time College	110021	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2018	1	2018	1	Deg/Transfer	First-time College	110022	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2019	0	2018	1	Deg/Transfer	Other	110023	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2019	1	Deg/Transfer	First-time College	110024	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	0	2018	0	Deg/Transfer	First-time College	110025	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Other	2018	1	2018	1	2020	1	Deg/Transfer	Other	110026	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	NA	NA	NA	NA	Other	First-time College	110027	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2019	1	2020	1	Other	First-time College	110028	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2019	1	2018	1	Deg/Transfer	Other	110029	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	0	2019	0	Deg/Transfer	Other	110030	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	1	2020	1	Deg/Transfer	Other	110031	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2018	1	Other	First-time College	110032	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	1	2018	0	Deg/Transfer	First-time College	110033	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2020	1	2019	1	Other	First-time College	110034	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	1	2018	1	Other	First-time College	110035	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2020	0	2019	1	Other	First-time College	110036	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2020	1	2019	0	Deg/Transfer	Other	110037	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2018	1	2020	0	Deg/Transfer	First-time College	110038	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	NA	NA	2018	1	Other	First-time College	110039	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2020	1	Deg/Transfer	First-time College	110040	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2019	1	Deg/Transfer	Other	110041	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	0	2018	0	Other	First-time College	110042	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2020	1	2020	1	Other	Other	110043	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2020	1	Deg/Transfer	Other	110044	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2018	1	Other	First-time College	110045	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2018	1	2018	1	Other	First-time College	110046	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2018	1	2018	1	Deg/Transfer	First-time College	110047	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	0	2018	1	Deg/Transfer	First-time College	110048	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	1	2018	1	Deg/Transfer	First-time College	110049	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2019	1	2018	1	Other	Other	110050	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	1	2019	1	Deg/Transfer	Other	110051	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	NA	NA	2019	0	Other	Other	110052	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	1	2020	0	Other	First-time College	110053	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2019	1	2018	1	Deg/Transfer	First-time College	110054	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2019	1	NA	NA	Deg/Transfer	First-time College	110055	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2019	1	2019	1	Deg/Transfer	First-time College	110056	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2018	1	2018	0	Other	First-time College	110057	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	NA	NA	2019	1	Other	First-time College	110058	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2018	1	2019	1	Deg/Transfer	Other	110059	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	NA	NA	NA	NA	Deg/Transfer	First-time College	110060	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	1	2018	0	Deg/Transfer	Other	110061	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2019	1	2018	1	Deg/Transfer	First-time College	110062	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2018	0	2019	0	Deg/Transfer	First-time College	110063	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2019	1	2018	1	Deg/Transfer	First-time College	110064	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2019	1	2020	0	Other	First-time College	110065	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2020	1	NA	NA	Deg/Transfer	First-time College	110066	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2020	0	2019	1	Other	First-time College	110067	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2020	0	2019	1	Deg/Transfer	First-time College	110068	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	1	2018	1	Other	First-time College	110069	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	1	NA	NA	Other	First-time College	110070	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	0	2018	0	Deg/Transfer	First-time College	110071	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2018	0	2018	1	Deg/Transfer	First-time College	110072	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2019	1	2020	1	Deg/Transfer	First-time College	110073	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2018	0	2019	0	Deg/Transfer	First-time College	110074	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	0	2020	1	Deg/Transfer	First-time College	110075	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	1	2018	1	2018	1	Other	First-time College	110076	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2018	1	2018	0	Deg/Transfer	Other	110077	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Male	2018	0	2019	1	2019	0	Deg/Transfer	First-time College	110078	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2019	1	NA	NA	Other	First-time College	110079	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2018	1	2018	1	Other	First-time College	110080	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	0	2020	1	2019	0	Deg/Transfer	First-time College	110081	0	0	0	1	0	0	0	0	0	0	1	0	0
Native American	Female	2018	1	2020	1	2018	1	Other	First-time College	110082	0	0	0	1	0	0	0	0	0	0	1	0	0
